"OWCODE","ShortCompanyName","CountryName","Telephone","Telex","Emailaddress","Website","FullName","NationalityofRegistration","NationalityofControl","LastChangeDate","CompanyStatus","FullAddress","Facsimile"
"5344964","MINH DAT TRANSPORT & TRADING","Vietnam","","","","","Minh Dat Transport & Trading Co Ltd ","Vietnam","Vietnam","20090907","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.",""
"5346444","JIEHENG SHIPPING CO LTD","China, People's Republic of","+86 591 8767 6090","","","","Jieheng Shipping Co Ltd ","Hong Kong, China","China, People's Republic of","20140924","","Room 808, Hengyu Mansion, 150, Dongda Lu, Gulou Qu, Fuzhou, Fujian, China.","+86 591 8767 6093"
"5355102","CHINA CHANGHANG FREIGHT CO","China, People's Republic of","","","","","China Changhang Freight Co ","China, People's Republic of","China, People's Republic of","20080205","","China.",""
"5357815","HELLENIC SHIPMANAGEMENT CORP","Greece","+30 210 455 8900","","operation@hellenic-shipmanagement.com","www.hellenic-carriers.com","Hellenic Shipmanagement Corp ","Marshall Islands","Greece","20081204","","51, Akti Miaouli, 185 36 Piraeus, Greece.","+30 210 455 8829"
"5361582","NEWLEAD SHIPPING SA","Greece","+30 212 955 2000","","technical@newleadship.com","","Newlead Shipping SA ","Panama","Greece","20100429","","83, Akti Miaouli & Flessa Street, 185 38 Piraeus, Greece.","+30 212 955 2001"
"5362841","OCEAN CHOICE INTERNATIONAL","Canada","+1 709 782 6244","","nasales@oceanchoice.com","www.oceanchoice.com","Ocean Choice International (2005) Inc ","Canada","Canada","20130930","","1315, Topsail Road, St John's NL Canada.","+1 709 368 2260"
"5363323","ZHEJIANG SHIPPING  WENZHOU","China, People's Republic of","+86 577 8881 7350","","wzship@wz.zj.cn","www.wenzhouship.com.cn","Zhejiang Shipping Group Wenzhou Shipping Co Ltd","China, People's Republic of","China, People's Republic of","20131031","","8th & 9th Floors, Building A, Union Building, Baili Xilu, Lucheng Qu, Wenzhou, Zhejiang, 325000, China.","+86 577 8885 3469"
"5371969","CHANGNING SHIPPING CO LTD","China, People's Republic of","+86 591 8753 0880","","fjcnships@126.com","www.fzcnshipping.com","Changning Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130612","","8th Floor, Zhongmei Mansion, 107, Gutian Lu, Gulou Qu, Fuzhou, Fujian, 350005, China.","+86 591 8738 3365"
"5375992","HOLLAND AMERICA LINE NV","United States of America","+1 206 281 3535","320379halwestrssea","","www.hollandamerica.com","Holland America Line NV ","Curacao","United States of America","20120402","","300, Elliott Avenue W, Seattle WA 98119-4198, USA.","+1 206 281 7110"
"5379156","CREDENCE LOGISTIC PVT LTD","India","","","","","Credence Logistic Pvt Ltd ","India","India","20100505","","Geetapuram Village, Dolvi Taluka, Pen, Raigarh, 402107, India.",""
"5380349","THANH HAI TRANSPORTATION SEA","Vietnam","+84 8 3957 1679","","tranlinh1979@yahoo.com","","Thanh Hai Transportation Sea Co Ltd ","Vietnam","","20130906","","192/30-32, Ngo Quyen, District 10, Ho Chi Minh City, Vietnam.","+84 8 3957 1678"
"5386201","HAINAN STRAIT SHIPPING CO LTD","China, People's Republic of","+86 898 6866 8720","","haixiagufen@163.com","www.hnss.net.cn","Hainan Strait Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20140220","","7th Floor, East Ocean Building, 288, Binhai Dadao, Xiuying Qu, Haikou, Hainan, 570311, China.","+86 898 6866 7480"
"5389311","GRS ROHDEN SHIPPING GMBH & CO","Germany","+49 40 391920","","office@rohden.de","www.rohden.de","GRS Rohden Shipping GmbH & Co KG ","Germany","Germany","20110927","","Michaelisstrasse 24, 20459 Hamburg, Germany.","+49 40 390 4853"
"5400841","LATSCO LONDON LTD","United Kingdom","+44 20 7907 5050","","shipping@latsco.com","www.latsco.com","Latsco (London) Ltd ","United Kingdom","Bermuda","20100305","","36, Dover Street, London, W1S 4NH, United Kingdom.","+44 20 7907 5051"
"5403863","HOANG SON TRADING CO LTD","Vietnam","+84 31 387 3194","","","","Hoang Son Trading Co Ltd ","Vietnam","Vietnam","20101122","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 397 2222"
"5409142","NAVIGATOR GAS LLC","United Kingdom","+44 20 7340 4850","","mail@navigatorgas.com","www.navigatorgas.com","Navigator Gas LLC ","Marshall Islands","United Kingdom","20130419","","21, Palmer Street, London, SW1H 0AD, United Kingdom.","+44 20 7340 4858"
"5410145","SEA JOY SHIPPING LTD","Hong Kong, China","+86 63 1567 0979","","seajoy2008@sina.com","","Sea Joy Shipping Ltd ","Hong Kong, China","","20130325","","Room 1106, 69, Jervois Street, Sheung Wan, Hong Kong, China. 999077,",""
"5412190","SINOKOR MARITIME CO LTD","Korea, South","+82 2 6496 2763","","","www.sinokor.co.kr","Sinokor Maritime Co Ltd ","Korea, South","Korea, South","20140529","","Haeanam Building 21, 21, Bukchang-dong, Jung-gu, Seoul, 100-080, South Korea.","+82 2 6496 7259"
"5412359","SCORPIO COMMERCIAL MANAGEMENT","Monaco","+377 97 98 57 00","","info@scorpio.mc","www.scorpio.mc","Scorpio Commercial Management SAM ","Monaco","Monaco","20110512","","Le Millenium, 9, boulevard Charles III, 98000 Monaco-Ville, Monaco.","+377 92 05 70 45"
"5423897","K TANKERING & SHIPMANAGEMENT","Turkey","+90 216 474 0909","","info@kaptanoglu.com","www.kaptanoglu.com","K Tankering & Shipmanagement Co (K Tankercilik ve Gemi Isletmeciligi AS)","Turkey","Turkey","20121217","","Kat 3, Blok A, Denizciler Is Merkezi, Ord Prof Fahrettin Kerim Gokay Caddesi 14, Altunizade Mah, Uskudar, Istanbul, Turkey.","+90 216 651 1620"
"5428703","UNION MARITIME LTD","United Kingdom","+44 20 8900 1344","","legalandadmin@unionmaritime.com","www.unionmaritime.com","Union Maritime Ltd ","United Kingdom","United Kingdom","20130422","","Portland House, 69-71, Wembley Hill Road, Wembley, HA9 8BU, United Kingdom.","+44 20 8900 1372"
"5429061","PHUONG MAI CO LTD","Vietnam","+84 8 6262 0293","","phuongmaishipping@live.com","","Phuong Mai Co Ltd ","Vietnam","Vietnam","20090611","","24, Street 11N, Ngan Hang Residential Area, Ho Chi Minh City, Vietnam.","+84 8 6262 0281"
"5430749","CMB FINANCIAL LEASING CO LTD","China, People's Republic of","+86 21 6105 9999","","zyjrzl@cmbchina.com","www.cmb-leasing.com","CMB Financial Leasing Co Ltd ","China, People's Republic of","China, People's Republic of","20140918","","21st & 22nd Floors, China Merchant Bank Building, 1088, Lujiazui Huanlu, Pudong Xinqu, Shanghai, 200120, China.","+86 21 6105 9900"
"5431251","NORDIC HAMBURG SHIPMGMT GMBH","Germany","+49 40 3770 79177","","shipmanagement@nordic-hamburg.de","www.nordic-hamburg.de","Nordic Hamburg Shipmanagement GmbH & Co KG","Germany","Germany","20130111","","Cremon 32, 20457 Hamburg, Germany.","+49 40 3770 79189"
"5435373","BW FLEET MANAGEMENT PTE LTD","Singapore","+65 6337 2133","","enquiries@bwshipping.com","www.bwmaritime.com","BW Fleet Management Pte Ltd ","Singapore","Bermuda","20130920","","18-01, Mapletree Business City, 10, Pasir Panjang, Singapore 117438","+65 6337 1623"
"5444252","MCC TRANSPORT SINGAPORE PTE","Singapore","+65 6221 2800","","info@mcc.com.sg","www.mcc.com.sg","MCC Transport Singapore Pte Ltd ","Singapore","Denmark","20121011","","07-02, Southpoint, 200, Cantonment Road, Singapore 089763","+65 6221 8366"
"5452782","THORESEN SHIPPING SNG PTE LTD","Singapore","+65 6578 7000","","tramp@thoresen.com","www.thoresenshipping.com","Thoresen Shipping Singapore Pte Ltd ","Singapore","Thailand","20130307","","Suite 22-6, Samsung Hub, 3, Church Street, Singapore 049483","+65 6578 7007"
"5466089","JUN HAO MARINE SHPG CO LTD","Hong Kong, China","","","","","Jun Hao Marine Shipping Co Ltd ","Hong Kong, China","Hong Kong, China","20130528","","Room D, 3rd Floor, Thomson Commercial Building, Thomson Road, Wan Chai, Hong Kong, China.",""
"5466371","RAHBARAN OMID DARYA SHIP MGMT","Iran","+98 21 2610 0190","","","","Rahbaran Omid Darya Ship Management Co ","Iran","Iran","20121128","","Unit 5, 9th Street 2, Ahmad Ghasir Avenue, PO Box 19635-1114, Tehran, Iran.",""
"5467643","HONG KONG TIAN CHENG INTL SHIP","Hong Kong, China","+86 580 286 1916","","zsgse@yahoo.com.cn","","Hong Kong Tian Cheng International Ship Management Co Ltd","Hong Kong, China","China, People's Republic of","20120608","","Room 01B3, 10th Floor, Ltd Flat, Carnival Commercial Building, 18, Java Road, North Point, Hong Kong, China.","+86 580 286 1968"
"5471875","DEVAL TRANSPORT AS","Turkey","+90 21 6651 1672","","transport@deval.com","www.deval.com","Deval Transport AS ","Turkey","Turkey","20130621","","No 18, Kat 3, Blok B, Denizler Is Merkezi, Ord Prof Fahrettin Kerim Gokay Caddesi Altunizade Mah, Uskudar, 34662 Istanbul, Turkey.","+90 21 6474 0430"
"5471963","WEIHAI XINHAI SHIPPING CO LTD","China, People's Republic of","+86 631 516 5999","","whxinhai@126.com","www.whxhshipping.cn","Weihai Xinhai Shipping Co Ltd ","China, People's Republic of","","20131106","","Room 1718, Tower B, Building 1, Letian Shiji City, Qingdao Zhonglu, Huancui Qu, Weihai, Shandong, 264205, China.","+86 631 516 5998"
"5474146","MARQUETTE TRANSPORTATION CO","United States of America","+1 985 475 5108","","","www.marquettetrans.com","Marquette Transportation Co Offshore LLC ","United States of America","United States of America","20140224","","111, W 194th Street, Galliano LA 70354-3834, USA.",""
"5478515","SHANGHAI YANG PU ZHE","China, People's Republic of","+86 21 6335 5999","","cgb@pzhmarine.com","","Shanghai Yang Pu Zhe Hai Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130208","","21st Floor, 969, Zhongshan Nanlu, Huangpu Qu, Shanghai, 200011, China.","+86 21 6335 5040"
"5483281","SEACHANGE MARITIME PTE LTD","Singapore","+65 9656 9944","","sqa@seachange-maritime.com","www.seachange-maritime.com","Seachange Maritime (Singapore) Pte Ltd ","Singapore","United States of America","20130902","","21-03, Suntec Tower One, 79, South Bridge Road, Singapore 058709","+65 6884 6552"
"5493667","PATRIA MARITIME LINES PT","Indonesia","+62 31 893 5016","","","www.pml.co.id","PT Patria Maritime Lines ","Indonesia","Indonesia","20140922","","Block H30-40, Kawasan Industri Jababeka, Jalan Jababeka XI Kel Cikarang, Bekasi, 17530, Indonesia.","+62 21 893 6023"
"5496397","KGJ CEMENT FLEET MANAGEMENT","Norway","+47 55 17 51 00","","kgjs@kgjs.no","www.kgjs.no","KGJ Cement Fleet Management AS ","Norway","Norway","20090915","","Folke Bernadottes vei 38, Fyllingsdalen, 5147 Bergen, Norway.","+47 55 17 51 21"
"5497815","SVS MARINE SERVICES PVT LTD","India","+91 22 6787 0000","","svsmarine@svsgroup.in","www.svsgroup.in","SVS Marine Services Pvt Ltd ","India","India","20140922","","8th Floor, Raheja Arcade, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra, 400614, India.","+91 22 2757 4552"
"5505997","ARCTIC SHIPPING LLC","Russia","+7 812 495 9517","","","","Arctic Shipping LLC ","Russia","Russia","20120127","","Office 521, ul Bumazhnaya 9/1, St Petersburg, 190020, Russia.","+7 812 495 9520"
"5507503","UNIVERSAL SHIPMANAGEMENT CORP","Greece","","","","","Universal Shipmanagement Corp ","Marshall Islands","Greece","20091111","","1-3, Patriarchou Grigoriou E' Street, Glyfada, 167 74 Athens, Greece.",""
"5511810","PASIFIK LOJISTIK GRUBU","Turkey","+90 216 446 5555","","fleet@pacifictr.com","www.pacifictr.com","Pasifik Lojistik Grubu ve Denizcilik AS ","Turkey","Turkey","20130923","","Bahar Sokak 1, Postahane Mah, Tuzla, 34940 Istanbul, Turkey.","+90 216 446 5560"
"5521511","SEATEAM MANAGEMENT PTE LTD","Singapore","+65 6631 9850","","singapore@sea-team.com","www.sea-team.com","SeaTeam Management Pte Ltd ","Singapore","Bermuda","20130425","","19-03/04/05, Keppel Towers, 10, Hoe Chiang Road, Singapore 089315","+65 6631 9851"
"5542030","CSC PHOENIX CO LTD","China, People's Republic of","+86 27 8276 3945","","cscxxzx@tom.com","www.csc-hy.com.cn","CSC Phoenix Co Ltd ","China, People's Republic of","China, People's Republic of","20130725","","Hujiang Building, 39, Minquan Lu, Jianghan Qu, Wuhan, Hubei, 430021, China.","+86 27 8276 3149"
"5543691","HOANG TRUNG TRANSPORT CO LTD","Vietnam","+84 31 357 3511","","","","Hoang Trung Transport Co Ltd ","Vietnam","Vietnam","20140129","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 357 3511"
"5545670","SOIC SHIP MANAGEMENT AB","Sweden","+46 31 779 3450","","info@soic.se","www.soic.se","SOIC Ship Management AB ","Sweden","Sweden","20100602","","Eriksbergstorget Pir 4, SE-417 64 Gothenburg, Sweden.","+46 31 779 3455"
"5546412","SIEM CAR CARRIERS AS","Norway","+47 37 32 25 00","","operation@siemshipping.com","www.siemshipping.com","Siem Car Carriers AS ","Norway","Norway","20130930","","Bark Silas' vei 5, 4876 Grimstad, Norway.","+47 37 32 25 01"
"5554001","MARG INTERNATIONAL DREDGING","Singapore","+65 6293 8089","","midpl@marggroup.com","","MARG International Dredging Pte Ltd ","Singapore","India","20100721","","10-12, Sim Lim Tower, 10, Jalan Besar, Singapore 208787","+65 6293 5756"
"5557611","ECO TANKER ISLETMECILIK VE TIC","Turkey","+90 216 395 2309","","operations@ecotankers.com","","Eco Tanker Isletmecilik ve Ticaret AS ","Turkey","","20130702","","Tersaneler Caddesi 20, Evliya Celebi Mah, Tuzla, 34944 Istanbul, Turkey.","+90 216 446 6731"
"5563031","SMT EUREKA CEMENT","Poland","+48 58 520 7200","","technical@smtgdynia.pl","","SMT Eureka Cement ","Poland","Poland","20121130","","ul Boleslawa Chrobrego 48, 81-723 Sopot, Poland.","+48 58 520 7273"
"5567926","DOCKENDALE SHIP MANAGEMENT DMC","United Arab Emirates","+971 4 341 5701","","dscopr@dockendale.com","www.dockendale.com","Dockendale Ship Management DMC Co ","United Arab Emirates","United Arab Emirates","20121212","","Office 226, Building 4, Gold & Diamond Park, Sheikh Zayed Road, PO Box 262206, Dubai, United Arab Emirates.","+971 4 341 5904"
"5568031","BOREALIS MARITIME LTD","United Kingdom","+44 20 3102 2794","","","www.borealismaritime.com","Borealis Maritime Ltd ","United Kingdom","United Kingdom","20140220","","139, Piccadilly, London, W1J 7NU, United Kingdom.",""
"5575308","SHANGHAI BAOSTEEL SHIPPING CO","China, People's Republic of","+86 21 3867 1888","","","","Shanghai Baosteel Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20101124","","Room 1101, 370, Pudian Lu, Pudong Xinqu, Shanghai, 200122, China.","+86 21 6840 3791"
"5577732","RCL CRUISES LTD","United Kingdom","+44 1932 834481","","c&i.uk@rccl.com","www.royalcaribbean.co.uk","RCL Cruises Ltd ","United Kingdom","United States of America","20121022","","Building 2, Aviator Park, Station Road, Addlestone, KT15 2PG, United Kingdom.","+44 1932 834399"
"5584575","S&O SHIP MANAGEMENT LTD","Greece","+30 210 452 7050","","central@s-o.gr","www.s-o.gr","S&O Ship Management Ltd ","Cyprus","Greece","20140710","","38/69, Charilaou Trikoupi Street & Okeanidon Street, 192 00 Elefsina, Greece.","+30 210 452 7053"
"5594996","WOODSTREET INC","Hong Kong, China","+852 2876 8500","","","","Woodstreet Inc ","Marshall Islands","Hong Kong, China","20120202","","12th Floor, Warwick House East, TaiKoo Place, 979, Kings Road, Quarry Bay, Eastern, Hong Kong, China.","+852 2876 1500"
"5602569","GIS MARINE LLC","United States of America","+1 985 632 1157","","","www.gismarine.com","GIS Marine LLC ","United States of America","United States of America","20140224","","16210, W Main Street, Cut Off LA 70345-3600, USA.","+1 985 632 4916"
"5605458","ARMADOR GEMI ISLETMECILIG","Turkey","+90 212 501 9020","","ism@armadorshipping.com","www.armadorshipping.com","Armador Gemi Isletmecilig Ticaret Ltd Sti (Armador Shipping)","Turkey","Turkey","20140514","","Kat 3, 3/1 Sokak 2, Sumer Mah, Zeytinburnu, 34025 Istanbul, Turkey.","+90 212 415 5019"
"5609668","SINOUNION SHIPPING SERVICE LTD","Hong Kong, China","+86 591 8334 4866","","sinounion@vip.163.com","","Sinounion Shipping Service Ltd ","Hong Kong, China","","20140703","","Room T78, 18, Bonham Strand West, Sheung Wan, Hong Kong, China.","+86 591 8334 7399"
"5613594","MAREXCO","Spain","","","","","Compania Maritima de Explotacion y Control Operativo SA (MAREXCO)","Spain","Russia","20110607","","Calle de General Rodrigo 6-1, 28003 Madrid, Spain.",""
"5617739","DALRYBPROM JSC","Russia","+7 423 261 4788","","info@dalrybprom.ru","","'Dalrybprom' JSC ","Russia","Russia","20130328","","prospekt Okeanskiy 69, Vladivostok, Primorskiy kray, 690106, Russia.","+7 423 253 9032"
"5624214","ARKAY SEA LOGISTICS LTD","India","+91 26 1668 2400","","","","Arkay Sea Logistics Ltd ","India","","20110808","","Gate 1, Surat-Hazira Road, PO Hazira, Surat, Gujarat, India.","+91 26 1668 2561"
"5624259","CVS DENIZCILIK SANAYI TICARET","Turkey","+90 212 249 9990","","ism@cvsship.com","","CVS Denizcilik Sanayi Ticaret Ltd Sti ","Turkey","","20111201","","Balkan Han, Kemeralti Caddesi 15/2, Hacimimi Mah, Beyoglu, 34425 Istanbul, Turkey.","+90 212 245 5418"
"5637498","TST INTERNATIONAL SA","Greece","+30 210 623 0894","","tstgr@otenet.gr","www.tsti.gr","TST International SA ","Marshall Islands","Greece","20131022","","22, Eleftheron Street, Kifisia, 145 64 Athens, Greece.","+30 210 623 0896"
"5651721","ROSWELL TANKERS CORP","Greece","+30 210 892 9800","","rtc@rtc.gr","","Roswell Tankers Corp ","Liberia","Greece","20130109","","8, Kalamon Street & Poseidonos Avenue, Glyfada, 166 74 Athens, Greece.","+30 210 894 4301"
"5652631","KNOT MANAGEMENT AS","Norway","+47 52 70 40 00","","","","KNOT Management AS ","Norway","Norway","20130411","","Smedasundet 40, 5529 Haugesund, Norway.","+47 52 70 40 40"
"5658202","NTO SHIPPING GMBH & CO KG","Germany","+49 491 928155","","info@ntoship.com","","NTO Shipping GmbH & Co KG ","Germany","Germany","20120514","","Hafenstrasse 10A, 26789 Leer (Ostfriesland), Germany.","+49 491 928 1599"
"5670434","ZHOUSHAN HEHE INT'L SHIPMGMT","China, People's Republic of","+86 580 205 1009","","zhoushanhehe@163.com","","Zhoushan Hehe International Shipmanagement Co Ltd","China, People's Republic of","","20130325","","6th Floor, Changcheng Building, 357, Huancheng Nanlu, Dinghai Qu, Zhoushan, Zhejiang, 316002, China.","+86 580 260 8273"
"5676362","MAERSK TANKERS A/S","Denmark","+45 33 63 33 63","19632mersk","operations@brostrom.com","www.maersk.com","Maersk Tankers A/S ","Denmark","Denmark","20140320","","Esplanaden 50, 1263 Copenhagen, DK, Denmark.","+45 33 63 41 08"
"5679305","YUAN DA SHIPPING CO LTD-HKG","Hong Kong, China","","","","","Yuan Da Shipping Co Ltd ","Hong Kong, China","","20140924","","Room 1509, Wing Tuck Commercial Centre, 177-183, Wing Lok Street, Sheung Wan, Hong Kong, China.",""
"5680047","TRI-MARINE SA","Greece","+30 210 422 4970","240182trim","trimar92@trimar92.gr","","Tri-Marine SA ","Liberia","Greece","20120925","","Megaron Sarla, 38, Akti Poseidonos, 185 31 Piraeus, Greece.","+30 210 422 4974"
"5683789","HYUNDAI OCEAN SERVICE CO LTD","Korea, South","+82 51 600 7039","","","www.hyundaicorp.com","Hyundai Ocean Service Co Ltd ","Korea, South","Korea, South","20120808","","63, Jungang-daero, Jung-gu, Busan, 600-711, South Korea.","+82 51 600 7070"
"5694806","AVIC LEASING CO LTD","China, People's Republic of","+86 21 5289 5388","","info@chinaleasing.net","www.chinaleasing.net","AVIC Leasing Co Ltd ","China, People's Republic of","China, People's Republic of","20140729","","23th Floor, 212, Jiangning Lu, Jing'an Qu, Shanghai, 200041, China.","+86 21 5289 5389"
"5718762","SEATRANS SHIP MANAGEMENT AS","Norway","+47 55 92 32 00","","mail@seatrans.no","www.seatrans.no","Seatrans Ship Management AS ","Norway","Norway","20130115","","Wernersholmvegen 5, 5232 Paradis, Norway.","+47 55 91 22 41"
"5719607","AUGUSTEA TECNOSERVICE SRL","Italy","+39 081 598 0911","94078445","augusteatecnoservice@augustea.com","www.augustea.com","Augustea Tecnoservice Srl ","Italy","Italy","20140722","","Viale Antonio Gramsci 5, 80122 Naples NA, Italy.","+39 081 248 6226"
"5720074","EAST GRAND SHIPPING CO LTD","Hong Kong, China","","","","","East Grand Shipping Co Ltd ","Hong Kong, China","","20130403","","Room 918, Nan Fung Centre, 264-298, Castle Peak Road, Tsuen Wan, New Territories, Hong Kong, China.",""
"5720370","AOYANG SHIPPING CO LTD","Hong Kong, China","","","","","Aoyang Shipping Co Ltd ","Hong Kong, China","Hong Kong, China","20140619","","Room 918, Nan Fung Centre, 264-298, Castle Peak Road, Tsuen Wan, New Territories, Hong Kong, China. 999077,",""
"5722892","LD PORTS & LOGISTICS PTE LTD","Singapore","+65 6576 9877","","info@oms.sg","www.ldpl.com","LD Ports & Logistics Pte Ltd ","Singapore","Singapore","20140418","","45A, Club Street, Singapore 069422","+65 6222 6169"
"5734382","SEA TRUCKS NETHERLANDS","Netherlands","+31 10 754 0100","","","www.seatrucksgroup.com","Sea Trucks Netherlands Cooperatie UA ","Netherlands","Nigeria","20140529","","Delftseplein 27N, 3013 AA Rotterdam, Netherlands.","+31 10 754 0199"
"5736481","SCF NOVOSHIP TECHNICAL MGMT","Russia","+7 861 760 1626","","vetting@novoship.ru","www.novoship.ru","LLC Co 'SCF Novoship Technical Management'","Russia","Russia","20130701","","ul Svobody 1, Novorossiysk, Krasnodarskiy kray, 353900, Russia.","+7 861 760 1060"
"5753427","SAPURAKENCANA DRILLING PTE LTD","Singapore","+65 6422 1000","","","www.sapurakencana.com","Sapurakencana Drilling Pte Ltd ","Singapore","Malaysia","20130731","","18-01, Keppel Towers, 10, Hoe Chiang Road, Singapore 089315","+65 6222 5592"
"5762592","WALLEM SHIPMANAGEMENT SNG","Singapore","+65 6697 0700","","technicalsg@wallem.com","www.wallem.com","Wallem Shipmanagement Singapore Pte Ltd ","Singapore","Hong Kong, China","20131001","","02-04/05, 991, Alexandra Road, Singapore 119964","+65 6276 4374"
"5763940","AHLMA FISKERI AB","Sweden","+46 70 399 0047","","","","Ahlma Fiskeri AB ","Sweden","Sweden","20131014","","Fiskebacks hamn 10, SE-426 58 Vastra Frolunda, Sweden.",""
"5770001","PHU HAI HUNG TRADING SHIPPING","Vietnam","+84 8 3785 0138","","","","Phu Hai Hung Trading Shipping Service Co Ltd (Cong Ty Tnhh TM-Dich Vu VTB Phu Hai Hung) ","Vietnam","Vietnam","20101123","","168, Hoang Quoc Viet, District 7, Ho Chi Minh City, Vietnam.",""
"5776234","NORTHERN MARINE FERRIES LTD","United Kingdom","+44 1418 763000","","","","Northern Marine Ferries Ltd ","United Kingdom","Sweden","20131219","","Alba House, 2, Central Avenue, Clydebank Business Park, Clydebank, G81 2QR, United Kingdom.","+44 1419 412791"
"5776601","HUNG HUNG TRADE & TRANSPORT CO","Vietnam","+84 36 385 3395","","phucgiahung0913@gmail.co","","Hung Hung Trade & Transport Co Ltd ","Vietnam","Vietnam","20131223","","223, Zone 1, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 385 3395"
"5782927","MASTERBULK SHIP MANAGEMENT PTE","Singapore","+65 6229 6100","","office@masterbulk.com.sg","www.masterbulk.com.sg","Masterbulk Ship Management Pte Ltd ","Singapore","Norway","20140129","","23-01, 79, Anson Road, Singapore 079906","+65 6222 1272"
"5786536","YANTAI BOHAI FERRY INT'L SHIP","China, People's Republic of","+86 535 628 7046","","wpb@bohailund.cn","","Yantai Bohai Ferry Int'l Ship Management Co Ltd","China, People's Republic of","China, People's Republic of","20140226","","2, Huanhai Lu, Zhifu Qu, Yantai, Shandong, China.","+86 535 665 9678"
"5794964","EAST BRIGHT INTERNATIONAL SHPG","Hong Kong, China","+852 2406 0669","","","","East Bright International Shipping Ltd ","Hong Kong, China","","20140616","","Room 18, 9th Floor, Nan Fung Centre, 264-298, Castle Peak Road, Tuen Mun, New Territories, Hong Kong, China.","+852 2406 8005"
"5800969","NANJING JIANGHAI TANKER CO LTD","China, People's Republic of","+86 523 8687 9090","","","","Nanjing Jianghai Tanker Co Ltd ","China, People's Republic of","","20140520","","5th Floor, 507, Zhongshan Nanlu, Baixia Qu, Nanjing, Jiangsu, China.","+86 523 8687 9113"
"5809684","CAPE COASTAL MARINE LLC","United States of America","+1 985 242 3066","","","www.capecoastalmarine.com","Cape Coastal Marine LLC ","United States of America","United States of America","20140711","","Suite 4, 4685, Highway 1, Raceland LA 70394-2624, USA.","+1 985 532 5551"
"5818581","CAMILLO EITZEN & CO AS","Norway","","","","","Camillo Eitzen & Co AS ","Norway","Norway","20140908","","Kronprinsens gate 5, Oslo, Norway.",""
"9984588","NOT APPLICABLE","","","","","","Not Applicable ","","","20070802","","",""
"9991001","  UNKNOWN","","","","","","Unknown ","","","20090209","","",""
